date,"Lineare Algebra",Infinitesimalrechnung,Mathematik,Statistik,Wahrscheinlichkeit,RStudio,Datenanalyse
2015-05-28,0,0,9,112,0,0,4
2015-05-28,0,0,9,114,0,0,4
2015-05-29,0,0,9,104,0,0,4
2015-05-30,0,0,9,105,0,0,3
2015-05-31,0,0,9,108,0,0,3
2015-06-01,0,0,9,118,0,0,3
2015-06-02,0,0,9,120,0,0,3
